5.065308406913187067e-01,5.172167203468969188e-01
5.012408525164239181e-01,5.121660889468621081e-01
5.059990232369163676e-01,5.169783976418431681e-01
5.267173084331210342e-01,5.375632931823143279e-01
5.294674327387008939e-01,5.404327336348360156e-01
5.273366436093114284e-01,5.383690323629649610e-01
4.914003418297041015e-01,5.028891092152800724e-01
4.881275816354201935e-01,4.994317942947382183e-01
4.931423732708208330e-01,5.045903465032112178e-01
6.810000000000000497e-01,6.989999999999999547e-01
6.729000000000000536e-01,6.913000000000000256e-01
6.775999999999999801e-01,6.954000000000000181e-01
